Unnamed: 0,mol_id,STRIPES,pKi,smiles,can_smiles
848,901,[BC(e)P(o)].B.-.-.-.-.-.-.-.B.-;[C(e)P(o)].-.-.-.-.-.-.-.-.-.-;[C(e)H(a3)P(o)].-.-.-.-.-.-.-.-.-.-;[BC(e)P(o)].B.B.B.B.-.B.B.-.B.-;B.B.B.B.B.-.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.-.B.B.B.B.B.B.B.B;B.-.-.B.-.B.-.B.-.-.-;[BC(e)P(o)].B.-.-.-.-.B.-.-.B.-;[BP(o)].B.[C(e)P(t)].-.C(e).B.[BC(e)].C(e).C(t).[BC(e)].[BC(e)];[BP(o)].B.[BC(e)P(t)].C(e).[BC(e)].-.C(e).C(e).C(t).[BC(e)].[BC(e)P(t)];P(o).-.[C(e)H(a2)P(t)].C(e).[C(e)H(a2)].-.[C(e)H(a2)].[C(e)H(a2)].[C(t)H(a1)].[C(e)H(a2)].[C(e)H(a2)];[BP(f)].-.C(t).B.C(e).-.C(e).[BC(e)].C(e).[BC(e)].C(e);[BP(f)].-.C(e).-.-.-.C(e).C(e).C(t).C(t).C(t);[BP(f)].B.C(e).B.C(e).B.[BC(e)].C(e).[BC(t)].C(e).[BC(e)];-.H(d2).H(d1).H(d2).H(d3).-.H(d2).H(d2).-.-.H(d2);-.-.-.-.-.-.-.-.-.-.-;B.-.-.-.-.-.B.-.-.-.-;B.B.-.-.-.-.B.-.-.-.B;-.B.-.-.-.B.-.-.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.B.-.B.-.-.B;B.-.-.-.-.-.-.-.-.-.B;B.B.-.B.B.B.B.B.B.B.B;-.B.-.B.B.B.B.B.B.B.-;B.B.-.B.B.B.B.B.B.B.B;B.B.-.B.-.B.B.B.B.B.-;-.-.-.-.-.-.-.-.-.-.-;B.B.-.B.B.B.-.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,8.869666231504993,NC1CCCN(c2cncc(-c3n[nH]c4cnc(-c5cccnc5)cc34)c2)CC1,NC1CCCN(c2cncc(-c3n[nH]c4cnc(-c5cccnc5)cc34)c2)CC1
849,902,-.-.-.-.-.-.B.B.B.-.-;B.-.B.-.-.-.B.B.B.-.-;B.B.-.B.B.B.B.B.-.-.-;-.B.B.B.B.B.B.-.-.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.B.B.B.-.B;B.B.B.B.B.B.B.-.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.[BC(p)P(o)].C(p).[BC(p)].B.B.B.B.-.[C(e)P(o)];-.C(e).[BC(p)P(o)].C(p).C(p).B.-.-.-.B.[C(e)P(o)];-.C(e).C(p).C(p).C(p).-.H(a3).-.-.-.[C(e)H(a1)];B.-.[BC(p)].C(p).B.B.B.B.B.B.C(e);-.-.[BC(p)].C(p).B.-.B.-.B.-.C(e);B.B.[BC(p)P(t)].[BC(p)].B.B.B.B.B.B.[BC(e)];-.B.-.B.B.-.B.-.-.B.B;-.B.B.B.B.B.B.B.-.B.B;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.B;-.B.-.-.-.-.-.B.-.-.B;-.B.-.-.B.B.B.-.-.-.-;-.-.-.-.-.-.-.H(d2).H(d2).-.-;-.-.-.-.-.-.-.-.-.-.-;B.B.B.-.-.-.-.-.-.-.-;B.-.-.-.-.-.-.-.-.-.-;-.H(d3).-.H(d3).-.-.H(d3).-.H(d3).-.H(d3);B.-.-.B.-.-.-.-.B.-.-;-.B.-.B.B.-.B.-.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,9.35359627377693,c1cncc(-c2cc3c(-c4cncc(NC5CCNCC5)c4)n[nH]c3cn2)c1,c1cncc(-c2cc3c(-c4cncc(NC5CCNCC5)c4)n[nH]c3cn2)c1
850,903,[BC(e)P(o)].-.[C(e)P(o)].P(o).-.C(e).[C(e)P(o)].B.P(o).-.-;[C(e)H(a3)P(o)].-.[C(e)P(o)].P(o).-.[C(e)H(a2)].[C(e)H(a2)].-.-.-.-;[C(e)H(a2)P(o)].-.[C(e)P(o)].[C(e)P(o)].-.[C(e)H(a2)].[C(e)H(a3)].-.-.-.-;[BC(e)P(o)].B.[C(e)P(o)].[C(e)P(o)].-.C(e).[BC(e)].B.-.-.B;B.B.B.B.B.B.-.B.B.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.B.B.B.B.B.-.-.-;B.-.B.B.-.-.B.B.-.B.-;[BC(e)P(o)].B.[BC(e)P(o)].P(o).-.C(e).C(e).B.B.-.-;-.-.-.-.-.-.-.-.-.-.-;[BP(f)].[BP(t)].P(o).P(o).-.P(o).[BP(o)].-.[BP(o)].P(o).P(t);[BP(f)].[BP(t)].[BP(o)].P(o).-.P(o).[BP(f)].-.[BP(o)].[BP(o)].P(t);[BP(f)].[BP(t)].[BP(o)].P(o).-.P(f).[BP(f)].-.[BP(o)].P(o).P(t);P(f).P(t).[BP(o)].[BP(o)].B.[BP(o)].[BP(f)].[BP(t)].[BP(o)].[BP(o)].[BP(t)];P(f).[BP(t)].[BP(o)].[BP(o)].B.[BP(o)].[BP(o)].B.P(o).P(o).[BP(t)];[BP(f)].-.[BP(o)].P(o).-.[C(e)P(t)].[BC(e)P(o)].-.[BP(o)].P(o).P(f);B.B.-.B.B.B.B.B.-.-.-;B.B.B.-.B.B.B.B.B.-.B;-.-.-.-.-.-.C(p).-.-.-.C(t);B.B.B.B.B.B.C(p).B.B.-.C(t);B.-.-.B.B.B.-.B.B.-.B;B.B.-.B.B.-.B.B.B.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.B.-.-.-.-.B.B.B.B;B.-.B.B.-.-.B.B.-.B.B;-.-.-.-.-.-.B.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.B.-.B.-.-.-.B.-.B;B.-.B.-.B.-.-.B.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,8.616184634019568,Fc1ccccc1-c1n[nH]c2cnc(-c3cncc(NC4CCNCC4)c3)cc12,Fc1ccccc1-c1n[nH]c2cnc(-c3cncc(NC4CCNCC4)c3)cc12
851,904,B.-.-.B.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.B.-.-.-;-.B.-.-.-.B.B.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.B.B.-.-.-.-.-.-.-.B;B.B.-.-.-.-.-.-.-.-.-;-.B.B.-.B.-.-.-.-.-.-;B.-.B.-.B.B.B.B.B.B.B;B.B.B.-.B.B.B.B.B.B.B;B.B.B.-.-.B.B.B.B.-.B;-.B.-.-.B.-.B.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;B.B.-.-.-.-.-.-.B.-.-;B.-.-.-.B.B.B.B.B.B.-;-.B.-.-.-.B.B.B.B.B.B;H(a3).-.-.-.-.-.-.-.-.-.-;[BP(f)].[BP(o)].[BP(f)].B.-.-.B.-.-.-.-;[BP(f)].[BP(o)].[BP(f)].-.-.B.B.-.-.B.-;P(f).P(o).P(f).H(a3).-.-.-.-.-.-.-;P(f).P(o).P(f).-.-.-.-.-.-.-.-;B.-.B.-.B.-.-.-.-.-.-;[BP(f)].P(o).[BP(f)].-.-.-.-.B.B.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,8.424812155072338,COc1ccc(F)c(-c2n[nH]c3cnc(-c4cnn(C)c4)cc23)c1,COc1ccc(F)c(-c2n[nH]c3cnc(-c4cnn(C)c4)cc23)c1
852,905,B.B.B.B.B.B.-.-.B.-.-;B.-.B.-.-.-.-.B.B.B.-;[BC(e)P(o)].-.B.-.B.-.B.-.B.B.-;[BC(e)P(o)].B.B.B.-.-.-.-.-.B.-;[C(e)P(o)].-.-.-.-.-.-.-.-.-.-;[C(e)H(a3)P(o)].-.-.-.-.-.-.-.-.-.-;[BC(e)P(o)].B.B.B.B.B.B.B.B.B.-;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;[BP(f)].B.[BC(e)].B.B.B.B.B.B.-.-;[BP(f)].[BC(t)].[BC(t)P(o)].-.-.-.P(o).P(o).B.-.P(o);[BP(f)].[BC(t)].[BC(e)P(o)].B.-.[BP(o)].[BP(o)].P(t).[BC(e)P(o)].B.[BP(o)];[BP(f)].B.[BP(o)].B.-.[BP(o)].[BP(o)].[BP(t)].[BP(o)].-.[BP(o)];[BP(f)].-.[BP(o)].-.B.[BP(o)].[BP(o)].[BP(t)].P(o).-.P(o);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.B.B.-.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.[H(d3)S(+)].-.-.-.H(d3).[H(d3)S(+)].[H(d1)S(+)].-;-.-.B.-.B.B.B.B.B.B.-;B.B.B.-.B.-.B.B.-.-.-;P(f).-.P(o).-.-.-.P(o).P(o).-.-.P(o);B.-.B.-.B.B.B.B.-.-.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.-.B.-.B.B.B.-.-;B.-.B.B.B.B.-.B.B.-.B;B.B.B.-.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,10.065501548756432,Cn1cc(-c2cc3c(-c4cccc(N5CCC(N)CC5)n4)n[nH]c3cn2)cn1,Cn1cc(-c2cc3c(-c4cccc(N5CCC(N)CC5)n4)n[nH]c3cn2)cn1
853,906,B.-.-.-.B.B.B.B.B.B.B;B.B.-.-.-.-.-.B.B.-.-;[BC(e)].C(e).[BC(e)].[BC(e)].-.-.-.B.-.B.-;[BC(e)P(o)].[BC(e)].[BC(e)].B.-.B.-.B.B.B.B;[C(e)H(a2)].[C(e)H(a1)].C(e).C(e).-.-.-.-.-.-.-;[C(e)H(a2)].[C(e)H(a2)].C(e).C(e).-.-.-.-.-.-.-;[BC(e)].[BC(e)].[BC(e)].[BC(e)].B.B.B.B.B.B.B;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.-.B.-.B.B.B.-.B.-;B.B.B.B.B.B.B.B.B.B.B;-.-.-.C(e).C(t).-.C(t).-.-.-.-;B.B.B.[BC(e)].[BC(e)].B.B.B.B.B.B;B.B.-.-.B.B.B.B.B.B.B;B.B.-.B.-.B.B.B.-.B.B;[BC(e)P(o)].C(e).B.B.-.B.B.-.B.B.B;[BC(t)P(o)].[BC(e)P(o)].[BP(t)].B.-.B.-.-.B.-.B;P(o).P(o).P(t).-.-.-.-.-.-.C(t).-;P(o).-.P(t).-.-.-.-.-.-.-.-;[BC(t)P(o)].[BC(e)].P(t).B.-.-.B.-.B.B.B;B.-.-.-.-.-.-.-.-.-.-;-.-.-.-.B.-.B.-.-.-.B;-.-.-.-.B.-.B.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.B.B.-.-;-.-.-.-.-.-.-.-.B.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,9.522878745280336,c1cncc(-c2cc3c(-c4cnn(C5CCNCC5)c4)n[nH]c3cn2)c1,c1cncc(-c2cc3c(-c4cnn(C5CCNCC5)c4)n[nH]c3cn2)c1
854,907,B.B.-.B.-.-.B.B.-.B.B;B.-.-.B.-.B.-.-.-.-.-;[BC(e)P(o)].-.-.[BC(p)].B.-.-.B.-.B.-;[BC(e)P(o)].B.C(p).[BC(p)].-.-.B.-.-.-.-;[C(e)H(a3)P(o)].-.-.C(p).-.-.-.-.-.-.-;[C(e)H(a2)P(o)].-.-.-.-.-.-.-.-.-.-;[BC(e)P(o)].B.-.B.B.-.B.B.-.B.B;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.-.-.B.B.-.-.-.B.B.-;B.-.B.B.-.B.B.B.-.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.-.B.B.-.B.B.-.B.-;B.-.-.B.-.-.B.B.-.B.B;B.B.-.B.B.B.-.-.B.B.-;[BP(o)].B.C(p).C(p).-.-.-.B.C(t).C(e).C(e);[BP(f)].[BP(o)].C(p).[C(p)P(o)].-.P(t).-.C(p).C(t).C(e).[BC(e)];[BP(o)].[BP(t)].[C(p)P(t)].[BP(o)].-.P(t).-.C(p).C(t).[C(e)P(t)].C(e);[BP(o)].[BP(t)].[C(p)P(t)].[BP(o)].B.[BP(t)].-.-.C(t).[BC(e)P(t)].[BC(e)];P(o).P(o).[C(p)P(t)].P(o).-.P(t).-.-.C(t).[C(e)H(a3)P(t)].[C(e)H(a3)];[BP(f)].[BP(o)].[BC(p)].[BP(o)].B.[BP(t)].B.B.C(t).C(e).[BC(e)];-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,8.189767482004916,c1cncc(-c2cc3c(-c4cccnc4)n[nH]c3cn2)c1,c1cncc(-c2cc3c(-c4cccnc4)n[nH]c3cn2)c1
855,908,-.B.B.-.-.-.B.-.-.B.B;B.B.B.-.B.B.B.B.-.-.-;[C(e)P(o)].[BC(e)].[BC(e)].C(e).[BC(e)].[BC(e)].[BC(e)].[BC(t)].C(e).C(e).C(e);[C(e)P(o)].C(e).C(e).C(e).C(e).[BC(e)].C(e).C(t).C(e).C(e).C(e);[C(e)H(a3)P(o)].[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a2)].C(t).[C(e)H(a3)].[C(e)H(a2)].[C(e)H(a2)];[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a2)].[C(e)H(a1)].[C(e)H(a1)].[C(e)H(a2)].[C(t)H(a3)].[C(e)H(a3)].[C(e)H(a1)].[C(e)H(a2)];C(e).C(e).[BC(e)].C(e).[BC(e)].[BC(e)].[BC(e)].[BC(t)].C(e).[BC(e)].[BC(e)];-.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;[BC(e)P(f)].P(t).[BC(e)].[BC(e)P(t)].C(e).[BC(e)].C(e).C(e).[BC(e)].[BC(e)].[BC(e)P(o)];[BP(f)].[BP(t)].[BC(t)].[BP(t)].-.B.B.[BP(t)].-.B.[BC(e)P(o)];[BP(f)].-.B.[BP(t)].-.[BP(o)].B.[BP(t)].-.B.[BP(o)];[BP(f)].-.-.P(t).-.-.-.-.-.-.P(o);[BC(p)P(f)].-.B.B.-.-.-.-.B.B.-;-.-.-.-.-.-.-.-.-.-.-;P(f).-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.B.B.-.B.-.B.B.B.B.B;B.B.B.-.B.B.B.B.B.B.B;B.B.B.B.B.B.-.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.-.-.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.B.-.B.B.B.B.B.-.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,7.75448733218585,NC(=O)Cn1cc(-c2cc3c(-c4cccc(F)n4)n[nH]c3cn2)cn1,NC(=O)Cn1cc(-c2cc3c(-c4cccc(F)n4)n[nH]c3cn2)cn1
856,909,-.B.-.-.B.-.-.B.B.B.B;B.B.-.B.-.B.B.B.B.-.-;[BC(e)P(o)].[BC(e)].[BC(e)P(o)].B.-.B.B.[BP(o)].B.B.B;[BC(e)P(o)].[BC(e)P(o)].[C(e)P(o)].B.B.-.-.P(o).-.B.B;[C(e)H(a2)P(o)].C(e).[C(e)H(a3)P(o)].-.-.-.-.P(o).-.-.-;[C(e)H(a2)P(o)].C(e).[C(e)H(a2)P(o)].-.-.-.-.-.-.-.-;[BC(e)P(o)].C(e).[C(e)P(o)].-.-.B.-.B.B.B.B;B.B.-.-.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;[BC(e)P(o)].[BP(o)].[BP(o)].-.B.-.P(o).P(o).-.B.B;[BP(f)].[BP(f)].[BP(o)].-.B.-.[BP(t)].P(o).-.-.[BP(o)];[BP(f)].P(f).[BP(o)].P(t).P(t).P(t).P(t).P(t).-.B.[BP(o)];[BP(o)].P(o).[BP(o)].[BP(t)].[BP(t)].P(t).P(t).[BP(o)].[BP(t)].B.[BP(o)];[BP(f)].[BP(o)].[BP(o)].[BP(t)].[BP(t)].[BP(t)].[BP(t)].[BP(o)].[BC(e)].-.[BP(o)];[BP(f)].[BP(f)].[BP(o)].-.B.P(o).[BP(t)].[BP(o)].B.B.[BP(o)];-.-.-.-.-.-.-.-.-.-.-;B.B.-.B.-.-.B.B.-.-.-;B.B.B.B.B.B.[BC(p)].B.B.B.B;-.-.-.-.-.-.C(p).-.-.-.-;B.B.B.B.-.B.[BC(t)].B.B.B.-;B.-.B.-.-.-.B.-.B.-.B;B.-.B.B.-.-.B.B.-.-.-;H(d3).-.H(d3).-.-.H(d2).-.H(d3).-.H(d2).H(d2);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.B.-.-.-;B.-.B.B.-.-.-.B.B.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.B.B.-.-.B.-.-.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,9.578396073130168,N[C@H]1CCCN(c2cncc(-c3cc4c(-c5ccccc5F)n[nH]c4cn3)c2)C1,N[C@H]1CCCN(c2cncc(-c3cc4c(-c5ccccc5F)n[nH]c4cn3)c2)C1
857,910,B.-.-.B.B.B.B.-.-.B.B;B.-.-.-.B.-.B.-.B.B.B;-.-.B.-.[BC(t)].C(t).C(t).-.[BC(t)].C(t).C(t);B.-.B.-.[BC(t)].C(t).[BC(t)].B.C(t).[BC(t)].C(t);-.-.-.-.C(t).C(t).[C(t)H(a3)].H(a3).C(t).[C(t)H(a3)].C(t);-.-.-.-.C(t).C(t).[C(t)H(a3)].H(a3).C(t).[C(t)H(a3)].C(t);B.-.B.-.[BC(t)].C(t).C(t).-.[BC(t)].[BC(t)].C(t);B.B.B.-.B.B.-.B.B.B.-;-.-.-.-.-.-.-.-.-.-.-;B.-.B.-.-.C(t).B.-.P(t).[BC(t)P(t)].C(t);B.-.-.C(t).B.[BC(p)P(t)].B.B.P(t).[BC(t)P(t)].-;B.B.B.[BP(o)].[BP(t)].[BP(t)].-.B.P(t).P(t).-;B.B.-.P(o).-.[BP(t)].-.-.P(t).[BP(t)].-;B.B.B.-.-.P(t).-.-.P(t).P(t).-;-.-.-.-.-.-.-.-.-.-.-;B.-.-.-.-.-.-.-.-.-.-;B.B.-.-.-.-.-.B.-.-.-;B.-.B.-.-.B.B.-.-.-.-;B.-.-.-.B.-.-.-.-.B.-;B.B.B.-.-.-.-.-.-.-.-;-.-.-.-.-.P(t).-.-.P(t).[C(t)P(t)].-;B.-.-.-.-.-.-.-.-.-.-;[C(p)H(d2)].-.H(d3).H(d1).-.-.H(d3).-.H(d3).-.-;-.-.-.B.-.B.B.-.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.B.B.B.B.-.-.-;-.-.-.B.B.B.B.B.-.B.B;-.-.-.B.B.-.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,10.070581074285707,Cn1cc(-c2cc3c(-c4cccc(N5CCC(CN)CC5)n4)n[nH]c3cn2)cn1,Cn1cc(-c2cc3c(-c4cccc(N5CCC(CN)CC5)n4)n[nH]c3cn2)cn1
